"","QuestionNum","Question","AnswerUse","Curiosity","Satisfy","More","CurSD","SatSD","MoreSD","KnowNO","KnowTOT","KnowYES","Count","KnowNOprop","KnowYESprop","KnowTOTprop","CurSD_z"
"149",173,"In which country were the Hanging Gardens of Babylon located?","Iraq",56.9210526315789,60.8157894736842,42.8947368421053,32.7276902174615,29.7410947499828,28.7362559144877,16,13,9,38,0.421052631578947,0.236842105263158,0.342105263157895,0.0553915147978598
"151",175,"In which country would you find the mouth of the Limpopo River? ","Mozambique",44.2558139534884,45.9767441860465,37.6046511627907,34.5901809789287,29.8077078335478,32.2447039098293,39,2,3,44,0.886363636363636,0.0681818181818182,0.0454545454545455,0.709014313062945
"153",177,"In which country would you find the mouth of the Salween River?","Myanmar",43.7857142857143,47.9285714285714,33.6190476190476,30.8762563400247,27.384696507127,28.5707955795154,38,1,3,42,0.904761904761905,0.0714285714285714,0.0238095238095238,-0.594350978861448
"154",178,"In which state was the first execution by electric chair?  ","NY",63.6578947368421,60.8157894736842,44.3157894736842,35.4158891778661,32.6164071323736,36.4922096559814,29,3,6,38,0.763157894736842,0.157894736842105,0.0789473684210526,0.998788477158527
"155",180,"James Bay forms the southern end of what larger bay?","Hudson Bay",41.2105263157895,53.8947368421053,34.2368421052632,31.7363785589949,29.6773546151928,31.3277652609417,33,4,3,40,0.825,0.075,0.1,-0.292499553209044
"156",181,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?","C",57.225,54.25,38.975,33.4560465578653,34.3815320134188,33.966414407357,32,5,5,42,0.761904761904762,0.119047619047619,0.119047619047619,0.311001002478657
"157",182,"John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?","Matches",65.0571428571429,63.2285714285714,48.7714285714286,29.7192182396023,29.5804841410144,28.3829751314221,25,4,5,35,0.714285714285714,0.142857142857143,0.114285714285714,-1.00040211025157
"158",183,"Lobster blood is what color?","Blue",66,66.1904761904762,48.9047619047619,30.2679094333159,30.8048444837845,32.1086642237669,28,6,11,46,0.608695652173913,0.239130434782609,0.130434782608696,-0.807844337167103
"159",185,"Mohammed Khatami is both a former national librarian and a former president of what nation?","Iran",50.1851851851852,48.9259259259259,28.7777777777778,34.9970748503109,29.554460029191,28.6578163901504,47,2,5,54,0.87037037037037,0.0925925925925926,0.037037037037037,0.851809711736652
"161",187,"Ninety percent of the world's true cinnamon comes from what island nation? ","Sri Lanka",65.95,59.575,46.15,31.9590683731872,31.8859244728325,35.9918438054071,29,7,5,41,0.707317073170732,0.121951219512195,0.170731707317073,-0.214348755090274
"164",190,"Of all the countries named for a person, which country is named for the person who lived most recently?","Bolivia",70.3255813953488,64.1860465116279,45.3023255813954,30.473033301306,30.6137658220499,35.1002203789859,39,4,0,43,0.906976744186046,0,0.0930232558139535,-0.735858134947768
"166",192,"Of the world's seven most populous islands, what's the only one not in Asia? ","Great Britain",67.4761904761905,67.1428571428571,38.5,26.322797404196,27.2920710620712,33.5720920684675,30,8,6,44,0.681818181818182,0.136363636363636,0.181818181818182,-2.19234256786511
"170",198,"On what ""Special"" Illinois Central route was Casey Jones the engineer? ","The Cannonball Special",39.7884615384615,43.6538461538462,33.5961538461538,32.7870948658705,30.523462281054,32.4238230109056,46,4,2,53,0.867924528301887,0.0377358490566038,0.0754716981132075,0.0762389913740184
"172",200,"On what namesake Asian island are the first Homo erectus fossils found? ","Java",54.0227272727273,46.4545454545455,41,34.8448312114788,31.5089168224404,33.3403868506176,35,9,3,48,0.729166666666667,0.0625,0.1875,0.798381305384112
"173",201,"On what R.E.M. debut album would you find their song ""Radio Free Europe""? ","Murmur",38.0769230769231,41.5897435897436,27.8717948717949,28.6222076232909,25.4079535296352,24.6791830957308,31,7,2,41,0.75609756097561,0.0487804878048781,0.170731707317073,-1.38538718700716
"175",203,"One in every 2,000 babies is born with what? ","Teeth",69.5,69.6086956521739,56.5434782608696,30.6120891152499,29.8563064329201,34.0801059738435,39,6,3,49,0.795918367346939,0.0612244897959184,0.122448979591837,-0.687057865918005
"176",204,"Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ","The Mona Lisa",76.2558139534884,78.0232558139535,60.0697674418605,29.9190121297764,27.619427575956,33.4567206920887,28,8,8,44,0.636363636363636,0.181818181818182,0.181818181818182,-0.930286411278132
"178",206,"Pantophobia is the fear of what?","Everything ",63.9318181818182,71.75,49.0454545454545,32.1322830689322,32.7826705497294,36.9033650356085,29,8,8,45,0.644444444444444,0.177777777777778,0.177777777777778,-0.153560762754498
"179",207,"Pet parrots can eat most human foods except chocolate and which pitted food?  ","Avocado",58.6304347826087,64.7608695652174,45.1304347826087,31.0400162483149,30.696496204405,35.6480379361284,32,5,9,46,0.695652173913043,0.195652173913043,0.108695652173913,-0.536881051109442
"180",208,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?","The I Ching",61.0952380952381,51.3809523809524,35.7142857142857,33.0157460761728,30.1095174815753,31.3666637661517,34,4,4,42,0.80952380952381,0.0952380952380952,0.0952380952380952,0.156481882773258
"182",210,"Prime Minister Lester Pearson won the Nobel Peace Prize for defusing what world crisis?","The Suez Crisis",64.3888888888889,44.9166666666667,43.9444444444444,29.9058310394266,31.5788129696388,35.8942450177856,32,3,1,37,0.864864864864865,0.027027027027027,0.0810810810810811,-0.934912185180939
"183",211,"Ramon Ferrer was the captain of what famous ship from American History, whose name meant ""Friendship"" in his native language?","Amistad",45.780487804878,55.0731707317073,35.8048780487805,34.6853803461357,34.5668846180144,34.5103024560747,33,5,3,42,0.785714285714286,0.0714285714285714,0.119047619047619,0.742423593835921
"184",212,"Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?","Cell",57.7073170731707,71.8292682926829,51.0487804878049,34.2711568979215,24.9778926643386,33.5059332204851,31,6,6,44,0.704545454545455,0.136363636363636,0.136363636363636,0.597055952325839
"187",215,"Senator Herb Kohl is an owner of which professional sports team?","Milwaukee Bucks ",44.1470588235294,41.5,28.0882352941176,33.2010700383799,33.4439830163813,30.5786295420549,32,1,1,34,0.941176470588235,0.0294117647058824,0.0294117647058824,0.221519502969527
"188",216,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ","Bed ",61.8064516129032,51.3225806451613,46.8387096774194,34.5942378196511,36.8803354077067,38.3171821982372,30,1,0,31,0.967741935483871,0,0.032258064516129,0.710438021378708
"189",217,"Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?","Czechoslovakia",58.3636363636364,61.5227272727273,46.4090909090909,33.3411477802813,31.644455509331,35.6887828001879,30,7,7,44,0.681818181818182,0.159090909090909,0.159090909090909,0.270678407556055
"190",218,"Since retiring from service, where is the QE2 docked on a permanent basis?","Dubai",45.2888888888889,48.3111111111111,35.1333333333333,31.2487252265245,30.9308776454725,32.851317947825,35,6,4,45,0.777777777777778,0.0888888888888889,0.133333333333333,-0.463636689750596
"191",219,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?","Air bags",62.6122448979592,62.9795918367347,49.6326530612245,33.3303017328893,30.4941864650176,35.4193296317791,44,2,3,49,0.897959183673469,0.0612244897959184,0.0408163265306122,0.266872093992987
"192",220,"Songbird is a book about what jazz singer's remarkable posthumous career? ","Eva Cassidy ",55.2702702702703,43.5675675675676,29.6486486486486,32.2090814045499,27.7293872799043,26.8278630202675,23,10,5,38,0.605263157894737,0.131578947368421,0.263157894736842,-0.126609142876918
"193",221,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ","Echinoderms",53.0952380952381,57.6904761904762,31.8571428571429,30.0964381036576,31.8957815814967,30.6407758200921,29,7,6,42,0.69047619047619,0.142857142857143,0.166666666666667,-0.868020512336536
"194",222,"Sting's ""Moon Over Bourbon Street"" was inspired by what literary work? ","Interview with a Vampire",47.0512820512821,49.7435897435897,41.6923076923077,33.2003081136216,30.0102771420567,30.7923041018829,38,2,0,41,0.926829268292683,0,0.0487804878048781,0.22125211297604
"195",223,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ","Paris",52.5510204081633,50.4897959183673,39.7755102040816,31.51260410831,32.4217792341426,29.901411133174,38,7,3,49,0.775510204081633,0.0612244897959184,0.142857142857143,-0.371030993827668
"197",225,"Tasseomancy is a method of fortune telling that primarily uses what? ","Tea leaves",55.6842105263158,60.9210526315789,43.3157894736842,32.7769738417803,29.222706442679,33.7511603509503,30,5,5,40,0.75,0.125,0.125,0.0726871176015528
"199",227,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?","The crust and the mantle",53.5121951219512,55.6341463414634,41.6585365853659,35.2343028533413,33.6427972213674,29.1578546502461,33,5,4,42,0.785714285714286,0.0952380952380952,0.119047619047619,0.935062544113337
"202",230,"The adjective callipygian refers to someone who has a beautiful what? ","Butt",56.0731707317073,62.780487804878,51.2682926829268,33.7663961979232,29.8433511817305,29.9399602456682,27,4,10,41,0.658536585365854,0.24390243902439,0.0975609756097561,0.419915153556325
"203",231,"The Admiral is which type of insect? ","Butterfly",54.8222222222222,59.6888888888889,44.7111111111111,29.7728437039901,30.0112268555242,28.3104720604025,38,2,4,45,0.844444444444444,0.0888888888888889,0.0444444444444444,-0.981582781416995
"204",232,"The air expelled from what can travel at 100 mph?","A sneeze",62.6578947368421,71.0263157894737,43.5263157894737,31.4791018758086,27.4418174109606,33.370756612198,28,3,7,38,0.736842105263158,0.184210526315789,0.0789473684210526,-0.382788272526006
"205",233,"The apgar score is used to measure the color and condition of what? ","Newborns ",62.7105263157895,65.5526315789474,43.9473684210526,28.3719578864431,28.5900165607101,29.9927444995845,24,7,8,39,0.615384615384615,0.205128205128205,0.179487179487179,-1.47320986868033
"206",234,"The Arc de Triomphe was originally built to commemorate France's triomphe in what 1805 battle? ","Austerlitz",46.377358490566,47.9622641509434,35.7924528301887,31.441781618569,33.5707990465105,32.3367845379305,39,6,8,53,0.735849056603774,0.150943396226415,0.113207547169811,-0.395885449421393
"209",237,"The average male spends 2,965 hours doing what over the course of his lifetime?","Shaving",70.7428571428571,58.4285714285714,24.8857142857143,32.1461212161545,32.3130693958577,27.6232760213422,28,5,4,37,0.756756756756757,0.108108108108108,0.135135135135135,-0.148704401210398
"210",238,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?","Coca-Cola",74.6764705882353,61.2058823529412,55.3529411764706,31.5342243979124,32.1961595787775,33.4046652094286,19,9,8,36,0.527777777777778,0.222222222222222,0.25,-0.363443566023121
"211",239,"The Beatles' ""Dear Prudence"" is named for the sister of what actress, who didn't enjoy her stay in Rishikesh, India?","Mia Farrow",41.0222222222222,47.4888888888889,33,30.4865759496096,28.0175450081342,28.2134719593318,36,3,7,47,0.765957446808511,0.148936170212766,0.0638297872340425,-0.731105475840267
"212",241,"The borders of which Canadian provice form a rectangle?","Saskatchewan",43.0454545454545,50.6363636363636,31.9090909090909,32.9368349289579,31.0895861642559,28.6054297836586,35,6,4,45,0.777777777777778,0.0888888888888889,0.133333333333333,0.128788792464303
"214",244,"The Dartmouth, the Eleanor,  and the Beaver were the three ships on which what famous event from American history occurred?","Boston Tea Party",54.3777777777778,61.4444444444444,40.8444444444444,35.017715574269,32.611037977651,36.0794297699569,33,6,6,46,0.717391304347826,0.130434782608696,0.130434782608696,0.859053370621207
"215",245,"The Detroit Red Wings are one of only two NHL teams with a monochromatic (white and just one other color) logo. What's the other team?","The Toronto Maple Leafs ",48.9791666666667,49.9375,20.5208333333333,34.8653883015583,33.5282708592094,25.7640600600942,39,5,6,50,0.78,0.12,0.1,0.805595613782276
"216",246,"The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?","The crocodile",59.1333333333333,62.9333333333333,50.2666666666667,33.1967961214222,32.1151337873878,35.448041361458,34,4,7,46,0.739130434782609,0.152173913043478,0.0869565217391304,0.22001961388594
"217",247,"The electric eel is native only to what continent?","South America",58.2888888888889,62.9111111111111,44.2444444444444,31.2959641765096,25.3975859824782,33.5986712098962,33,5,9,47,0.702127659574468,0.191489361702128,0.106382978723404,-0.447058645276398
"218",248,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?","Nuclear Disarmament",67.9,66.2,56.675,28.3013092022984,29.3757269413598,31.3380145166562,37,1,2,40,0.925,0.05,0.025,-1.49800332891096
"220",250,"The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?","Near Alaska",58.025641025641,54.0769230769231,42.8205128205128,33.756470864653,31.4846534173352,33.6560558364603,34,4,1,39,0.871794871794872,0.0256410256410256,0.102564102564103,0.416431955550736
"222",252,"The first name of the inventor of the Dewey Decimal System was what famous author's last name?","Melville",52.6739130434783,47.3260869565217,35.5869565217391,29.5770589386257,28.1393787721257,32.2315070747425,30,10,8,48,0.625,0.166666666666667,0.208333333333333,-1.05029151750455
"223",253,"The first suburban shopping center in the U.S. was established in what city?","Kansas City ",62.3846153846154,53.0512820512821,44.8974358974359,31.2364626548891,30.818610848461,37.2762058097139,32,2,5,39,0.82051282051282,0.128205128205128,0.0512820512820513,-0.467940118552529
"224",254,"The first swear word on the big screen was in what movie?","Gone with the Wind",64.1621621621622,66.5945945945946,39.9459459459459,34.3264665572544,28.3524048161502,32.6980681946757,31,1,7,39,0.794871794871795,0.179487179487179,0.0256410256410256,0.6164663327971
"225",255,"The former penal colony of Devil's Island is located off the coast of what country?","French Guiana",49.5526315789474,48.0789473684211,29.4473684210526,33.2433267990947,29.7079310358293,29.2553505094054,30,3,6,39,0.769230769230769,0.153846153846154,0.0769230769230769,0.236349097164296
"228",258,"The Hollywood ""Production Code"" of the 1930s was named for what former postmaster general and chairman of the Republican National Committee?","Will Hays",41.6382978723404,40.4042553191489,24.9574468085106,34.3393712002867,32.5433888126553,28.6621682534953,41,1,5,47,0.872340425531915,0.106382978723404,0.0212765957446809,0.620995090235204
"230",260,"The Italian government regulates the price of what beverage?","Espresso",71.8275862068966,78.551724137931,65.8965517241379,28.1438510989488,22.5286899734801,38.5425042069385,21,3,4,29,0.724137931034483,0.137931034482759,0.103448275862069,-1.55326170025441
"231",261,"The Khmer words for ""city temple"" give what building its name?  ","Angkor Wat ",53.1081081081081,47.4864864864865,44.3513513513514,31.0204088587782,33.633334672631,34.3472594865185,28,2,7,37,0.756756756756757,0.189189189189189,0.0540540540540541,-0.543762071451009
"233",264,"The Linke Scale is used to measure the blueness of what?","The sky",57.3214285714286,66.8392857142857,50.7857142857143,29.5290963706567,23.2619680131359,29.9810329652322,48,6,2,56,0.857142857142857,0.0357142857142857,0.107142857142857,-1.06712350858683
"235",266,"The name of which city permanently lost its first 'a' when the first issue of a newspaper was published in 1831 and they had to shorten it to fit on the paper's masthead?","Cle(a)veland, Ohio",63.1081081081081,64,52.8108108108108,35.2544589644612,32.8827884732694,35.4478003061762,31,5,1,37,0.837837837837838,0.027027027027027,0.135135135135135,0.942136132892874
"237",268,"The only vegetable ice cream ever produced was what flavor? ","Ketchup",70.8571428571429,54.5238095238095,50.4523809523809,29.5911748780278,30.5679874755323,33.5669715577478,32,3,8,43,0.744186046511628,0.186046511627907,0.0697674418604651,-1.04533766752956
"238",269,"The Patsy Award is an acting award given for what?","Animal acting",47.1190476190476,55.6666666666667,38.5952380952381,35.2822779952523,34.8289665446609,32.5554382882039,33,4,6,43,0.767441860465116,0.13953488372093,0.0930232558139535,0.951898947896787
"239",270,"The pinna is the outer, visible part of what?","Ear ",62.3695652173913,62,40.3478260869565,30.7487009269603,30.0222139978605,32.8655289805152,36,3,6,46,0.782608695652174,0.130434782608696,0.0652173913043478,-0.639115295413158
"241",272,"The risk of heart attack is highest on which day of the week?","Monday",76,76.7894736842105,63.6842105263158,24.4562488560308,22.7312832359579,31.8655157702779,29,2,7,38,0.763157894736842,0.184210526315789,0.0526315789473684,-2.84738940642678
"243",275,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?","Cement",62.3333333333333,65.9047619047619,57.5238095238095,30.6774459669789,27.3574438292169,31.7929568018883,42,0,0,42,1,0,0,-0.664121522180504
"244",276,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?","Come by her",63.6,55.6888888888889,45.7333333333333,33.2342922569171,31.1928183912887,37.3688007932724,33,4,8,45,0.733333333333333,0.177777777777778,0.0888888888888889,0.233178513523654
"246",278,"The U.S.'s first successful ICBM was what rocket named for a Titan of Greek myth, later used to launch John Glenn into orbit?","The Atlas",60.3947368421053,60.9736842105263,47.4473684210526,32.0898565043444,29.2163290534085,30.4557253911944,26,7,5,38,0.684210526315789,0.131578947368421,0.184210526315789,-0.168449947946906
"247",279,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?","Brazil",63.5365853658537,63.2926829268293,34.9512195121951,33.6155451844646,28.6820884023802,34.2307984273755,32,3,6,42,0.761904761904762,0.142857142857143,0.0714285714285714,0.366975475369536
"248",280,"The United States' first law school for woman was named for what cross-dressing Shakespearean character?","Portia ",54.7894736842105,43.2105263157895,34.7368421052632,33.3994318569067,30.5385515282771,34.092627569946,32,5,2,39,0.82051282051282,0.0512820512820513,0.128205128205128,0.29113263049577
"250",282,"The Vezina Trophy is given for what? ","Hockey goaltending",45.5348837209302,49.6279069767442,26.8837209302326,30.9679933365997,33.3980490275747,31.9986676079203,42,0,2,44,0.954545454545455,0.0454545454545455,0,-0.562156782977997
"252",284,"The word serendipity comes from Serendip, the Persian name for what island? ","Sri Lanka",61.1428571428571,61.2380952380952,42.5952380952381,31.5336223415435,30.198376247585,34.3987092240885,38,2,3,43,0.883720930232558,0.0697674418604651,0.0465116279069767,-0.363654851779107
"253",285,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?","Toledo",56.5454545454545,53.8409090909091,35.1136363636364,34.8347958529136,33.5434069228447,35.5875702818044,35,5,4,44,0.795454545454545,0.0909090909090909,0.113636363636364,0.794859495084321
"254",286,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?","Ivory Coast's ",52.7666666666667,57.7333333333333,41.8333333333333,31.7812385919237,31.2861469105057,31.0828518344266,22,4,4,31,0.709677419354839,0.129032258064516,0.129032258064516,-0.276756366257543
"255",288,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ","Oregon ",69.8205128205128,60.6923076923077,60.0512820512821,29.498324479511,28.9219947682818,35.0450452372587,36,1,2,39,0.923076923076923,0.0512820512820513,0.0256410256410256,-1.07792260086408
"256",289,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?","Traffic lights",66.7297297297297,55.6756756756757,35.4864864864865,31.6145612096781,32.4551434496342,32.7792461624574,32,2,3,37,0.864864864864865,0.0810810810810811,0.0540540540540541,-0.335250152774417
"257",290,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?","Bhutan",66.15,50.425,39.025,29.2176184992759,29.1097723480251,30.3488161387828,37,3,1,41,0.902439024390244,0.024390243902439,0.0731707317073171,-1.1764336013409
"258",291,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?","Sudan",61.2619047619048,61.2619047619048,42.1428571428571,29.6648428885181,26.55510563541,32.7693874311565,30,5,7,42,0.714285714285714,0.166666666666667,0.119047619047619,-1.01948460444031
"259",292,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?","Thomas Hardy",68,55.7073170731707,46.4146341463415,33.8437586565086,29.7104728188892,33.0998305205299,32,3,6,41,0.780487804878049,0.146341463414634,0.0731707317073171,0.447064746836145
"260",293,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?","Rechargeable batteries",62.0731707317073,62.3170731707317,51.6341463414634,31.8868234886312,28.115333027007,31.2991662010036,31,3,7,41,0.75609756097561,0.170731707317073,0.0731707317073171,-0.23970238614217
"263",296,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?","Bile",64.45,53.45,46.625,31.6438109151026,31.306548835667,35.4818028478449,30,4,6,40,0.75,0.15,0.1,-0.32498525659153
"264",298,"Until 1790, what was known as Jenkins Hill? ","Capitol Hill",53.6279069767442,58.6744186046512,37.6976744186046,30.9569772547813,26.5183861915002,30.1855648911236,42,0,3,45,0.933333333333333,0.0666666666666667,0,-0.566022768449183
"265",299,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?","North Korea",63.7209302325581,59.4883720930233,45.7441860465116,29.4604865163617,31.9116131220082,34.506102305904,39,0,4,43,0.906976744186046,0.0930232558139535,0,-1.09120146155211
"266",300,"Venetian painter Jacopo Robusti was better known by what name, because he was the son of a cloth dyer?","Tintoretto",50.2391304347826,38.2173913043478,28.1304347826087,35.2320465123625,28.8528165722965,30.9814343657991,41,5,1,47,0.872340425531915,0.0212765957446809,0.106382978723404,0.934270703458383
"267",301,"W.C. Minor, a murderer, spent the last decades of his life in an insane asylum writing hundreds of entries for what reference work? ","The Oxford English Dictionary",60.0851063829787,59.7446808510638,54.063829787234,32.4906874866938,30.8942573002663,34.7327713032689,40,3,5,48,0.833333333333333,0.104166666666667,0.0625,-0.0277822604958453
"268",302,"What ""Saturday Night Massacre"" figure is the only person to have served in four different U.S. cabinet positions during his career?","Elliot Richardson",63.5526315789474,46.2105263157895,43.0263157894737,28.9049676534984,27.6358148890234,33.0842387902459,32,4,2,39,0.82051282051282,0.0512820512820513,0.102564102564103,-1.28615533791269
"270",304,"What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?","Green Eggs and Ham",60.1481481481481,67.2222222222222,56.7037037037037,35.1378644153215,31.7881609956786,32.1484714492652,22,2,3,27,0.814814814814815,0.111111111111111,0.0740740740740741,0.901218423636099
"271",305,"What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?","Louie Louie",65.6153846153846,67.8974358974359,65.2051282051282,32.7049130259108,28.7409435363146,35.3837455153303,26,6,7,39,0.666666666666667,0.179487179487179,0.153846153846154,0.047398083643171
"272",306,"What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ","Xanadu ",58.2093023255814,52.1395348837209,33.906976744186,35.1571696538998,33.382046354682,31.0382359843992,34,6,3,43,0.790697674418605,0.0697674418604651,0.13953488372093,0.907993407073206
"273",307,"What 1982 successor to the VIC-20 is still the bestselling computer model of all time?","The Commodore 64 ",50.1666666666667,56.6944444444444,30.7777777777778,34.9289073895616,32.6958445978729,30.0647977457368,25,4,7,36,0.694444444444444,0.194444444444444,0.111111111111111,0.827887012431283
"274",308,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ","The Blair Witch Project",73.3409090909091,61.3181818181818,38.3863636363636,26.175563947918,32.4630542970275,30.7277738991116,26,8,11,45,0.577777777777778,0.244444444444444,0.177777777777778,-2.24401269997082
"275",309,"What 1990s one-hit wonder wrote Christina Aguilera's hit ""Beautiful""? ","Linda Perry ",49.9130434782609,39.8913043478261,30.4565217391304,33.7854841196344,26.8338329236056,29.7938893971671,37,5,5,48,0.770833333333333,0.104166666666667,0.104166666666667,0.426613871778213
"276",310,"What 1993 film's title character has the first name Euphegenia? ","Mrs. Doubtfire's ",43.1555555555556,62.8,25.1555555555556,34.4752582926283,31.9890606301592,28.944268984908,39,3,3,46,0.847826086956522,0.0652173913043478,0.0652173913043478,0.668683327611702
"277",312,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?","The Korean War",62.1276595744681,65.4468085106383,52.1702127659574,32.8048359513447,30.500041703919,35.8846698217305,23,13,11,47,0.48936170212766,0.234042553191489,0.276595744680851,0.0824650506768643
"278",313,"What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?","Gary Busey",52.7941176470588,56.7941176470588,31.1470588235294,35.3208492054169,34.6189468283033,32.9794539831504,23,4,7,34,0.676470588235294,0.205882352941176,0.117647058823529,0.965435134406738
"280",315,"What African capital city is named after a U.S. president? ","Monrovia",55.5121951219512,58.5121951219512,41.9512195121951,33.5403651971915,31.9516212039542,31.2745513313238,31,3,8,42,0.738095238095238,0.19047619047619,0.0714285714285714,0.340591798912396
"281",316,"What African country is the only member of the Commonwealth of Nations that was never part of the British Empire?","Mozambique",46.3414634146341,44.9512195121951,36.390243902439,34.4750705264671,34.6575758092745,33.5446553483416,28,6,7,41,0.682926829268293,0.170731707317073,0.146341463414634,0.668617432925806
"282",317,"What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ","Dark Side of the Moon",73,70.22,44.64,30.4624224853092,27.1881501798869,35.0123943069028,40,5,7,52,0.769230769230769,0.134615384615385,0.0961538461538462,-0.739581896368332
"283",318,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?","Intercourse, Pennsylvania",60.0434782608696,73.4130434782609,45.7608695652174,34.3653291183226,29.7385466931437,33.2212681426346,35,8,4,47,0.74468085106383,0.0851063829787234,0.170212765957447,0.630104766038556
"284",319,"What animal can live up to a week without its head?","Cockroach",74.25,56.6,35.6,29.4607518138268,31.4323041406408,34.181116394125,25,6,10,42,0.595238095238095,0.238095238095238,0.142857142857143,-1.09110835801835
"286",321,"What animal is thought to be immune to most all diseases, including cancer? ","Shark",75.8048780487805,75.9024390243902,65.2926829268293,31.4008117030397,27.1466433266148,34.0082665703789,31,2,8,41,0.75609756097561,0.195121951219512,0.0487804878048781,-0.41026343796606
"287",322,"What animal lives in a holt? ","An otter",63.3571428571429,70.6428571428571,54.5476190476191,30.2395488324289,26.3992067772291,29.9472726727203,36,5,1,42,0.857142857142857,0.0238095238095238,0.119047619047619,-0.817797210864941
"288",323,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?","Koala",63.4583333333333,72.8958333333333,48.7291666666667,30.3377851148326,22.1534681818055,33.0323758547569,36,5,8,49,0.73469387755102,0.163265306122449,0.102040816326531,-0.78332215459926
"289",324,"What animal's excrements are consumed as luxury food? ","Bats",68.8837209302326,44.2558139534884,42.8372093023256,31.0454423480635,32.2424542839139,38.3486078672996,29,5,9,44,0.659090909090909,0.204545454545455,0.113636363636364,-0.534976814817532
"291",326,"What Arab political party is named for a bookstore that Zaki al-Arsuzi opened in Damascus, Syria?","The Ba'ath Party",37.7083333333333,41.0416666666667,27.4791666666667,33.8280749154052,32.9493217140875,28.9937554416452,47,1,0,48,0.979166666666667,0,0.0208333333333333,0.441560692287623
"293",328,"What are German shepherds called in Great Britain, due to lingering anti-german sentiment following World War II?","Alsatians",70.7843137254902,49.6862745098039,45.7058823529412,32.3006586468389,31.9233395471579,35.4289678752554,45,3,4,52,0.865384615384615,0.0769230769230769,0.0576923076923077,-0.0944710111875282
"294",329,"What are infant marsupials called?  ","Joeys",61.6153846153846,66.6410256410256,41.7179487179487,30.1597635274614,27.2469092206487,28.9536369117656,24,8,7,39,0.615384615384615,0.179487179487179,0.205128205128205,-0.845797078231916
"296",331,"What are Quivira and Cibola?  ","Two of the seven cities of gold",52.1162790697674,55.6976744186046,52.2093023255814,33.6304916225946,34.0353701762494,35.5022186694584,36,3,4,43,0.837209302325581,0.0930232558139535,0.0697674418604651,0.372220780697639
"297",332,"What are the bumps on the tongue that carry the taste buds called? ","Papillae",62.7826086956522,64.2826086956522,41.695652173913,31.7986114605851,28.9057188063218,34.4859839904191,22,17,7,47,0.468085106382979,0.148936170212766,0.361702127659574,-0.270659529020391
"299",334,"What are trammels and seines? ","Fishing nets ",48.2558139534884,55.2093023255814,33.2325581395349,32.6314871479737,32.4327569122675,31.8925556392847,37,2,3,43,0.86046511627907,0.0697674418604651,0.0465116279069767,0.0216299945899389
"300",335,"What are you trying to remember if you use the mnemonic ""HOMES""?  ","The names of the Great Lakes ",54,61.3684210526316,32.1842105263158,34.6823422632449,31.0478454252087,31.1611810336826,31,3,4,40,0.775,0.1,0.075,0.74135740855247
